iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,new_vaccinations,population
USA,North America,United States,2022-03-07,78680929,14292,957162,322,563349201,214483,338289856
USA,North America,United States,2022-03-08,78689870,8941,957529,367,563566957,217756,338289856
USA,North America,United States,2022-03-09,78747147,57277,959059,1530,563783622,216665,338289856
USA,North America,United States,2022-03-10,78778319,31172,960794,1735,564000370,216748,338289856
USA,North America,United States,2022-03-11,78824429,46110,962751,1957,564263628,263258,338289856
USA,North America,United States,2022-03-12,78864027,39598,964009,1258,564407241,143613,338289856
USA,North America,United States,2022-03-13,78900969,36942,965446,1437,564482230,74989,338289856
USA,North America,United States,2022-03-14,78913128,12159,965952,506,564680597,198367,338289856
USA,North America,United States,2022-03-15,78922254,9126,966147,195,564888705,208108,338289856
USA,North America,United States,2022-03-16,78983223,60969,963710,,565100185,211480,338289856
USA,North America,United States,2022-03-17,79007718,24495,965153,1443,565301461,201276,338289856
USA,North America,United States,2022-03-18,79045546,37828,966653,1500,565558018,256557,338289856
USA,North America,United States,2022-03-19,79078705,33159,967719,1066,565704746,146728,338289856
USA,North America,United States,2022-03-20,79109709,31004,968691,972,565781754,77008,338289856
USA,North America,United States,2022-03-21,79119590,9881,968891,200,565973887,192133,338289856
USA,North America,United States,2022-03-22,79129628,10038,969041,150,566159708,185821,338289856
USA,North America,United States,2022-03-23,79168456,38828,969830,789,566355586,195878,338289856
USA,North America,United States,2022-03-24,79193227,24771,970767,937,566547055,191469,338289856
USA,North America,United States,2022-03-25,79238387,45160,972011,1244,566782151,235096,338289856
USA,North America,United States,2022-03-26,79274464,36077,972906,895,566907330,125179,338289856
USA,North America,United States,2022-03-27,79303178,28714,973682,776,566972545,65215,338289856
USA,North America,United States,2022-03-28,79315689,12511,973862,180,567147602,175057,338289856
USA,North America,United States,2022-03-29,79325442,9753,973957,95,567347383,199781,338289856
USA,North America,United States,2022-03-30,79357869,32427,974643,686,567752614,405231,338289856
USA,North America,United States,2022-03-31,79381947,24078,975375,732,568312182,559568,338289856
USA,North America,United States,2022-04-01,79430186,48239,976548,1173,568979449,667267,338289856
USA,North America,United States,2022-04-02,79470249,40063,977252,704,569327368,347919,338289856
USA,North America,United States,2022-04-03,79497642,27393,977854,602,569538505,211137,338289856
USA,North America,United States,2022-04-04,79509319,11677,978002,148,570102675,564170,338289856
USA,North America,United States,2022-04-05,79519867,10548,978119,117,570662195,559520,338289856
USA,North America,United States,2022-04-06,79546797,26930,978441,322,571244170,581975,338289856
USA,North America,United States,2022-04-07,79580171,33374,978965,524,571832114,587944,338289856
USA,North America,United States,2022-04-08,79622427,42256,979909,944,572511686,679572,338289856
USA,North America,United States,2022-04-09,79656233,33806,980432,523,572852561,340875,338289856
USA,North America,United States,2022-04-10,79698834,42601,981321,889,573050619,198058,338289856
USA,North America,United States,2022-04-11,79712887,14053,981462,141,573635515,584896,338289856
USA,North America,United States,2022-04-12,79730201,17314,981531,69,574255670,620155,338289856
USA,North America,United States,2022-04-13,79764772,34571,981854,323,574843355,587685,338289856
USA,North America,United States,2022-04-14,79793561,28789,982587,733,575437749,594394,338289856
USA,North America,United States,2022-04-15,79839710,46149,983190,603,576010808,573059,338289856
USA,North America,United States,2022-04-16,79902418,62708,983900,710,576272817,262009,338289856
USA,North America,United States,2022-04-17,79946773,44355,984444,544,576333501,60684,338289856
USA,North America,United States,2022-04-18,79963590,16817,984493,49,576853355,519854,338289856
USA,North America,United States,2022-04-19,79982357,18767,984550,57,577401120,547765,338289856
USA,North America,United States,2022-04-20,80018360,36003,984916,366,577942563,541443,338289856
USA,North America,United States,2022-04-21,80071778,53418,985343,427,578452888,510325,338289856
USA,North America,United States,2022-04-22,80129186,57408,985890,547,578954304,501416,338289856
USA,North America,United States,2022-04-23,80178695,49509,986545,655,579217040,262736,338289856
USA,North America,United States,2022-04-24,80247494,68799,986887,342,579352566,135526,338289856
USA,North America,United States,2022-04-25,80270952,23458,986959,72,579784139,431573,338289856
USA,North America,United States,2022-04-26,80292055,21103,987020,61,580244877,460738,338289856
USA,North America,United States,2022-04-27,80341913,49858,987237,217,580724865,479988,338289856
USA,North America,United States,2022-04-28,80406327,64414,987621,384,581208935,484070,338289856
USA,North America,United States,2022-04-29,80483472,77145,988350,729,581725064,516129,338289856
USA,North America,United States,2022-04-30,80545387,61915,988638,288,581969320,244256,338289856
USA,North America,United States,2022-05-01,80626043,80656,989129,491,582105667,136347,338289856
USA,North America,United States,2022-05-02,80651982,25939,989219,90,582501777,396110,338289856
USA,North America,United States,2022-05-03,80678756,26774,989352,133,582926063,424286,338289856
USA,North America,United States,2022-05-04,80742856,64100,989532,180,583347637,421574,338289856
USA,North America,United States,2022-05-05,80815422,72566,990180,648,583762706,415069,338289856
USA,North America,United States,2022-05-06,80915959,100537,990984,804,584220928,458222,338289856
USA,North America,United States,2022-05-07,80995969,80010,991284,300,584429134,208206,338289856
USA,North America,United States,2022-05-08,81091701,95732,991770,486,584521044,91910,338289856
USA,North America,United States,2022-05-09,81119219,27518,991831,61,584914317,393273,338289856
USA,North America,United States,2022-05-10,81150972,31753,991894,63,585340252,425935,338289856
USA,North America,United States,2022-05-11,81251954,100982,992083,189,585767899,427647,338289856
USA,North America,United States,2022-05-12,81352203,100249,992476,393,586205590,437691,338289856
USA,North America,United States,2022-05-13,81479998,127795,993042,566,586682307,476717,338289856
USA,North America,United States,2022-05-14,81578703,98705,993304,262,586923096,240789,338289856
USA,North America,United States,2022-05-15,81696656,117953,993736,432,587055539,132443,338289856
USA,North America,United States,2022-05-16,81725755,29099,993815,79,587445897,390358,338289856
USA,North America,United States,2022-05-17,81771982,46227,993881,66,587859971,414074,338289856
USA,North America,United States,2022-05-18,81895377,123395,994112,231,588284128,424157,338289856
USA,North America,United States,2022-05-19,82024991,129614,994480,368,588728821,444693,338289856
USA,North America,United States,2022-05-20,82171411,146420,995086,606,589245260,516439,338289856
USA,North America,United States,2022-05-21,82281141,109730,995338,252,589517170,271910,338289856
USA,North America,United States,2022-05-22,82431151,150010,995817,479,589672496,155326,338289856
USA,North America,United States,2022-05-23,82467557,36406,995914,97,590113345,440849,338289856
USA,North America,United States,2022-05-24,82512436,44879,995981,67,590545030,431685,338289856
USA,North America,United States,2022-05-25,82623309,110873,996369,388,590964490,419460,338289856
USA,North America,United States,2022-05-26,82756651,133342,996840,471,591370905,406415,338289856
USA,North America,United States,2022-05-27,82910567,153916,997539,699,591821297,450392,338289856
USA,North America,United States,2022-05-28,83023741,113174,997866,327,592023979,202682,338289856
USA,North America,United States,2022-05-29,83171871,148130,998446,580,592137372,113393,338289856
USA,North America,United States,2022-05-30,83207922,36051,998533,87,592169657,32285,338289856
USA,North America,United States,2022-05-31,83243387,35465,998591,58,592549109,379452,338289856
USA,North America,United States,2022-06-01,83298912,55525,998669,78,592925569,376460,338289856
USA,North America,United States,2022-06-02,83454894,155982,999035,366,593289019,363450,338289856
USA,North America,United States,2022-06-03,83595845,140951,999610,575,593693735,404716,338289856
USA,North America,United States,2022-06-04,83707404,111559,999964,354,593887053,193318,338289856
USA,North America,United States,2022-06-05,83847498,140094,1000425,461,593994792,107739,338289856
USA,North America,United States,2022-06-06,83894969,47471,1000512,87,594316453,321661,338289856
USA,North America,United States,2022-06-07,83938284,43315,1000639,127,594637210,320757,338289856
USA,North America,United States,2022-06-08,84037948,99664,1000936,297,594961848,324638,338289856
USA,North America,United States,2022-06-09,84190255,152307,1001412,476,595276977,315129,338289856
USA,North America,United States,2022-06-10,84334814,144559,1002054,642,595626439,349462,338289856
USA,North America,United States,2022-06-11,84440779,105965,1002318,264,595789983,163544,338289856
USA,North America,United States,2022-06-12,84588542,147763,1002709,391,595877362,87379,338289856
USA,North America,United States,2022-06-13,84626249,37707,1002853,144,596148394,271032,338289856
USA,North America,United States,2022-06-14,84664970,38721,1002944,91,596428503,280109,338289856
USA,North America,United States,2022-06-15,84756328,91358,1003230,286,596713598,285095,338289856
USA,North America,United States,2022-06-16,84894338,138010,1003649,419,596996739,283141,338289856
USA,North America,United States,2022-06-17,85037513,143175,1004218,569,597297646,300907,338289856
USA,North America,United States,2022-06-18,85135087,97574,1004519,301,597429806,132160,338289856
USA,North America,United States,2022-06-19,85260798,125711,1004911,392,597492627,62821,338289856
USA,North America,United States,2022-06-20,85296651,35853,1005007,96,597728913,236286,338289856
USA,North America,United States,2022-06-21,85332168,35517,1005122,115,597999848,270935,338289856
USA,North America,United States,2022-06-22,85384412,52244,1005262,140,598287185,287337,338289856
USA,North America,United States,2022-06-23,85570904,186492,1005775,513,598574623,287438,338289856
USA,North America,United States,2022-06-24,85705102,134198,1006400,625,598885852,311229,338289856
USA,North America,United States,2022-06-25,85806971,101869,1006892,492,599049651,163799,338289856
USA,North America,United States,2022-06-26,85970435,163464,1007412,520,599129200,79549,338289856
USA,North America,United States,2022-06-27,86014447,44012,1007519,107,599383974,254774,338289856
USA,North America,United States,2022-06-28,86058625,44178,1007595,76,599652426,268452,338289856
USA,North America,United States,2022-06-29,86155155,96530,1007851,256,599926759,274333,338289856
USA,North America,United States,2022-06-30,86309948,154793,1008476,625,600209859,283100,338289856
USA,North America,United States,2022-07-01,86458907,148959,1009031,555,600491056,281197,338289856
USA,North America,United States,2022-07-02,86571763,112856,1009507,476,600605915,114859,338289856
USA,North America,United States,2022-07-03,86744207,172444,1010054,547,600665121,59206,338289856
USA,North America,United States,2022-07-04,86792385,48178,1010192,138,600678310,13189,338289856
USA,North America,United States,2022-07-05,86838581,46196,1010279,87,600931387,253077,338289856
USA,North America,United States,2022-07-06,86884328,45747,1010398,119,601198869,267482,338289856
USA,North America,United States,2022-07-07,87054017,169689,1010867,469,601473370,274501,338289856
USA,North America,United States,2022-07-08,87199768,145751,1011468,601,601781861,308491,338289856
USA,North America,United States,2022-07-09,87320363,120595,1011959,491,601929618,147757,338289856
USA,North America,United States,2022-07-10,87487976,167613,1012508,549,602008303,78685,338289856
USA,North America,United States,2022-07-11,87543553,55577,1012614,106,602279526,271223,338289856
USA,North America,United States,2022-07-12,87600689,57136,1012725,111,602582714,303188,338289856
USA,North America,United States,2022-07-13,87714345,113656,1013004,279,602930737,348023,338289856
USA,North America,United States,2022-07-14,87898480,184135,1013655,651,603299076,368339,338289856
USA,North America,United States,2022-07-15,88054481,156001,1014366,711,603716134,417058,338289856
USA,North America,United States,2022-07-16,88193464,138983,1014821,455,603930168,214034,338289856
USA,North America,United States,2022-07-17,88376205,182741,1015293,472,604046436,116268,338289856
USA,North America,United States,2022-07-18,88433782,57577,1015447,154,604408072,361636,338289856
USA,North America,United States,2022-07-19,88489852,56070,1015620,173,604769565,361493,338289856
USA,North America,United States,2022-07-20,88591539,101687,1015971,351,605115695,346130,338289856
USA,North America,United States,2022-07-21,88770914,179375,1016676,705,605481860,366165,338289856
USA,North America,United States,2022-07-22,88929798,158884,1017351,675,605897195,415335,338289856
USA,North America,United States,2022-07-23,89078243,148445,1017845,494,606099785,202590,338289856
USA,North America,United States,2022-07-24,89284900,206657,1018480,635,606199644,99859,338289856
USA,North America,United States,2022-07-25,89338159,53259,1018639,159,606511647,312003,338289856
USA,North America,United States,2022-07-26,89392758,54599,1018812,173,606834201,322554,338289856
USA,North America,United States,2022-07-27,89499161,106403,1019115,303,607144582,310381,338289856
USA,North America,United States,2022-07-28,89667841,168680,1019746,631,607453044,308462,338289856
USA,North America,United States,2022-07-29,89828672,160831,1020442,696,607777244,324200,338289856
USA,North America,United States,2022-07-30,89973506,144834,1020962,520,607918011,140767,338289856
USA,North America,United States,2022-07-31,90232883,259377,1021593,631,607987438,69427,338289856
USA,North America,United States,2022-08-01,90270796,37913,1021730,137,608231492,244054,338289856
USA,North America,United States,2022-08-02,90308740,37944,1021848,118,608490580,259088,338289856
USA,North America,United States,2022-08-03,90427778,119038,1022248,400,608744254,253674,338289856
USA,North America,United States,2022-08-04,90589127,161349,1022968,720,608993926,249672,338289856
USA,North America,United States,2022-08-05,90738962,149835,1023683,715,609261617,267691,338289856
USA,North America,United States,2022-08-06,90870365,131403,1024243,560,609386096,124479,338289856
USA,North America,United States,2022-08-07,91020934,150569,1024854,611,609450014,63918,338289856
USA,North America,United States,2022-08-08,91054175,33241,1025016,162,609670908,220894,338289856
USA,North America,United States,2022-08-09,91086982,32807,1025137,121,609899676,228768,338289856
USA,North America,United States,2022-08-10,91185609,98627,1025474,337,610114731,215055,338289856
USA,North America,United States,2022-08-11,91322877,137268,1026274,800,610332958,218227,338289856
USA,North America,United States,2022-08-12,91461235,138358,1027048,774,610572962,240004,338289856
USA,North America,United States,2022-08-13,91586357,125122,1027635,587,610680157,107195,338289856
USA,North America,United States,2022-08-14,91722552,136195,1028296,661,610733034,52877,338289856
USA,North America,United States,2022-08-15,91753141,30589,1028428,132,610930659,197625,338289856
USA,North America,United States,2022-08-16,91774239,21098,1028545,117,611135493,204834,338289856
USA,North America,United States,2022-08-17,91873580,99341,1028888,343,611337776,202283,338289856
USA,North America,United States,2022-08-18,92000206,126626,1029618,730,611532626,194850,338289856
USA,North America,United States,2022-08-19,92120222,120016,1030377,759,611745904,213278,338289856
USA,North America,United States,2022-08-20,92234527,114305,1030913,536,611833778,87874,338289856
USA,North America,United States,2022-08-21,92367477,132950,1031527,614,611877494,43716,338289856
USA,North America,United States,2022-08-22,92396101,28624,1031668,141,612044423,166929,338289856
USA,North America,United States,2022-08-23,92423998,27897,1031797,129,612220949,176526,338289856
USA,North America,United States,2022-08-24,92505698,81700,1032105,308,612395636,174687,338289856
USA,North America,United States,2022-08-25,92621684,115986,1032780,675,612566835,171199,338289856
USA,North America,United States,2022-08-26,92752272,130588,1033546,766,612747240,180405,338289856
USA,North America,United States,2022-08-27,92862365,110093,1034084,538,612825521,78281,338289856
USA,North America,United States,2022-08-28,92977806,115441,1034748,664,612863903,38382,338289856
USA,North America,United States,2022-08-29,93006982,29176,1034910,162,613005369,141466,338289856
USA,North America,United States,2022-08-30,93034055,27073,1035039,129,613153914,148545,338289856
USA,North America,United States,2022-08-31,93112303,78248,1035309,270,613288488,134574,338289856
USA,North America,United States,2022-09-01,93228515,116212,1035942,633,613387308,98820,338289856
USA,North America,United States,2022-09-02,93349447,120932,1036806,864,613477812,90504,338289856
USA,North America,United States,2022-09-03,93453039,103592,1037306,500,613534191,56379,338289856
USA,North America,United States,2022-09-04,93558169,105130,1037838,532,613577190,42999,338289856
USA,North America,United States,2022-09-05,93583081,24912,1037952,114,613590568,13378,338289856
USA,North America,United States,2022-09-06,93607336,24255,1038064,112,613768601,178033,338289856
USA,North America,United States,2022-09-07,93629782,22446,1038178,114,614169956,401355,338289856
USA,North America,United States,2022-09-08,93748776,118994,1038707,529,614602333,432377,338289856
USA,North America,United States,2022-09-09,93840466,91690,1039395,688,615168648,566315,338289856
USA,North America,United States,2022-09-10,93925737,85271,1039868,473,615488045,319397,338289856
USA,North America,United States,2022-09-11,94007678,81941,1040463,595,615691059,203014,338289856
USA,North America,United States,2022-09-12,94029809,22131,1040598,135,616243845,552786,338289856
USA,North America,United States,2022-09-13,94050025,20216,1040684,86,616779522,535677,338289856
USA,North America,United States,2022-09-14,94107940,57915,1040948,264,617356244,576722,338289856
USA,North America,United States,2022-09-15,94165923,57983,1041510,562,617940516,584272,338289856
USA,North America,United States,2022-09-16,94255442,89519,1042309,799,618646280,705764,338289856
USA,North America,United States,2022-09-17,94353005,97563,1042993,684,618986490,340210,338289856
USA,North America,United States,2022-09-18,94414579,61574,1043362,369,619181453,194963,338289856
USA,North America,United States,2022-09-19,94432151,17572,1043460,98,619799773,618320,338289856
USA,North America,United States,2022-09-20,94452339,20188,1043539,79,620430242,630469,338289856
USA,North America,United States,2022-09-21,94497133,44794,1043766,227,621118372,688130,338289856
USA,North America,United States,2022-09-22,94546727,49594,1044270,504,621800988,682616,338289856
